SUBASTA;FEC.SUB.;SEGMENTO;PYME;1-NEG;SELLO;TIPO INSTRUMENTO;NALO;SIN RECURSO;PLZ.;T.MIN.;CIERRE;PPV;AG.CPR.;TASA C.;TASA V.;AG.VDR.;MONEDA;MONTO;CANT. INSTRUMENTOS;ESTADO;HORA CONC.;CODIGO RESPONSABLE;CUIT RESPONSABLE;NOMBRE RESPONSABLE;CARACTER;CUIT BENEF.;RAZÓN BENEF.;COND. PYME;V.N. C.;V.N. V.
1512973;30/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:45:12;17:00:00;123;;;0,00;718;$;300.000.000,00;6;Desierta (Baja);;;30-50108716-1;CIA AZUCARERA SANTA LUCIA S A;AO;30-50108716-1;CIA AZUCARERA SANTA LUCIA S A;;;
1512974;30/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:15;17:00:00;26;406;20,00;20,00;449;$;47.339.966,70;7;Negociada;11:42:41;FINT;;Fintech S.G.R.;AO;;;;;
1512975;30/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:45:18;17:00:00;22;406;22,00;22,00;406;$;4.355.863,15;4;Negociada;10:48:51;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1512976;30/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:45:23;17:00:00;34;718;36,00;36,00;718;$;1.342.840,00;2;Negociada;10:47:25;;20-34051945-1;VALLOZZI MARCELO ALEJANDRO;AO;;;Certificado MiPyME;;
1512977;30/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:30;17:00:00;28;406;26,00;26,00;449;$;10.603.286,43;6;Negociada;11:43:58;RESI;;Resiliencia S.G.R.;AO;;;;;
1512978;30/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:38;17:00:00;118;442;26,00;26,00;545;$;100.000.000,00;2;Negociada;16:09:03;AVAL;;Avaluar S.G.R.;AO;;;;;
1512979;30/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:38;17:00:00;88;;;27,00;767;$;3.000.000,00;1;Desierta;;AFBG;;AFB AVALES S.G.R;AO;;;;;
1512980;30/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:45:40;17:00:00;20;718;31,00;31,00;718;$;49.594.889,48;5;Negociada;10:47:41;;30-70705980-6;LODISER SA;AO;;;Certificado MiPyME;;
1512981;30/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:44;17:00:00;49;;;31,00;834;$;2.000.000,00;1;Desierta;;;30-71778050-3;AREIRA S. A. S.;AO;30-71778050-3;AREIRA S. A. S.;;;
1512982;30/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:48;17:00:00;20;;;22,00;546;$;1.364.422.659,64;1;Desierta;;;30-69554247-6;PAN AMERICAN ENERGY, S.L., SUCURSAL ARGENTINA;AO;30-64074560-2;NOVA ENERGY ARGENTINA LTD SUCURSAL ARGENTINA S. E. E.;;;
1512983;30/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:45:51;17:00:00;33;718;31,00;31,00;718;$;5.567.210,00;2;Negociada;10:47:53;;30-67997929-5;S.A. VERACRUZ;AO;;;Certificado MiPyME;;
1512984;30/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:45:56;17:00:00;52;;;31,00;834;$;2.000.000,00;1;Desierta;;;30-71778672-2;MORADA S. A. S.;AO;30-71778672-2;MORADA S. A. S.;;;
1512985;30/07/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:46:00;17:00:00;62;767;24,00;24,00;767;$;9.231.909,67;2;Negociada;10:48:01;;30-69233272-1;CLIBA INGENIERIA URBANA S A;AO;;;;;
1512986;30/07/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:46:02;17:00:00;34;718;30,00;30,00;718;$;1.479.875,00;1;Negociada;10:48:03;;30-71499157-0;LOGISTICA CARPINO SOCIEDAD ANONIMA;AO;;;Certificado MiPyME;;
1512987;30/07/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:46:06;17:00:00;27;406;22,00;22,00;406;$;5.088.355,36;8;Negociada;10:49:24;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1512988;30/07/2026;No Garantizado Calificado;NO;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:06;17:00:00;20;;;31,00;834;$;2.000.000,00;1;Desierta;;;30-71778672-2;MORADA S. A. S.;AO;30-71778672-2;MORADA S. A. S.;;;
