SUBASTA;FEC.SUB.;SEGMENTO;PYME;1-NEG;SELLO;TIPO INSTRUMENTO;NALO;SIN RECURSO;PLZ.;T.MIN.;CIERRE;PPV;AG.CPR.;TASA C.;TASA V.;AG.VDR.;MONEDA;MONTO;CANT. INSTRUMENTOS;ESTADO;HORA CONC.;CODIGO RESPONSABLE;CUIT RESPONSABLE;NOMBRE RESPONSABLE;CARACTER;CUIT BENEF.;RAZÓN BENEF.;COND. PYME;V.N. C.;V.N. V.
1550604;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;C.I.;10:45:34;17:00:00;31;42;25,00;25,00;42;$;33.500.000,00;1;Negociada;10:50:41;CONV;;CONAVAL S.G.R.;;;;;;
1550605;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:00;17:00:00;149;;;31,00;545;$;5.000.000,00;1;Desierta;;AFBG;;AFB AVALES S.G.R;AO;;;;;
1550606;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:46:09;17:00:00;44;406;26,00;26,00;406;$;76.824.078,90;9;Negociada;10:48:38;ARPY;;Argenpymes S.G.R.;AO;;;;;
1550607;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:11;17:00:00;189;;;29,00;545;$;15.000.000,00;1;Desierta;;FIDE;;Fidem S.G.R.;AO;;;;;
1550608;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:21;17:00:00;106;;;0,00;545;$;36.000.000,00;6;Desierta (Baja);;FGLR;;Fdo.de Gtia.Pub. La Rioja;AO;;;;;
1550609;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:31;17:00:00;60;;;20,00;523;$;10.000.000,00;2;Desierta;;NEUQ;;Neuquen Pymes S.G.R.;AO;;;;;
1550610;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:35;17:00:00;29;442;25,00;25,00;545;$;60.000.000,00;2;Negociada;13:55:20;MOVI;;MOVIL S.G.R.;AO;;;;;
1550611;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;C.I.;10:46:36;17:00:00;60;406;26,00;26,00;406;$;10.000.000,00;1;Negociada;10:48:47;ARPY;;Argenpymes S.G.R.;AO;;;;;
1550612;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:47;17:00:00;233;502;27,00;27,00;545;$;25.000.000,00;5;Negociada;14:55:57;ARPY;;Argenpymes S.G.R.;AO;;;;;
1550613;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:46:50;17:00:00;175;;;20,00;523;$;8.201.589,00;1;Desierta;;ACPY;;Acindar Pymes S.G.R.;AO;;;;;
1550614;14/09/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:46:59;17:00:00;44;;;0,00;718;$;132.000.000,00;4;Desierta (Baja);;;33-70932552-9;LOS CARDALES SRL;AO;33-70932552-9;LOS CARDALES SRL;Certificado MiPyME;;
1550615;14/09/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:47:11;17:00:00;45;;;0,00;718;$;25.776.352,78;1;Desierta (Baja);;;30-65723744-9;ENOD S A;AO;;;Certificado MiPyME;;
1550616;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:47:24;17:00:00;359;34;7,50;7,50;406;U$D;20.000,00;1;Negociada;14:57:40;ARPY;;Argenpymes S.G.R.;;;;;;
1550617;14/09/2026;No Garantizado;SI;SI;NO;ECHEQ;NO;NO;C.I.;10:47:30;17:00:00;31;15;25,00;25,00;15;$;328.645.714,13;1;Negociada;11:12:12;;30-59036076-3;CENCOSUD S A;AO;;;Certificado MiPyME;;
1550618;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:47:45;17:00:00;251;734;9,00;9,00;442;U$D;30.000,00;2;Negociada;13:08:49;AVAL;;Avaluar S.G.R.;;;;;;
1550619;14/09/2026;Avalado;;NO;NO;ECHEQ;NO;NO;24Hs.;10:47:48;17:00:00;13;;;20,00;15;$;600.000.000,00;2;Desierta;;POTE;;Potenciar S.G.R.;AO;;;;;
1550620;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:47:50;17:00:00;126;;;6,50;406;U$S;115.000,00;1;Desierta;;ARPY;;Argenpymes S.G.R.;;;;;;
1550621;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:47:54;17:00:00;114;501;25,00;25,00;545;$;1.000.000,00;1;Negociada;11:12:22;FGLR;;Fdo.de Gtia.Pub. La Rioja;AO;;;;;
1550622;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:47:55;17:00:00;114;;;26,00;442;$;5.000.000,00;1;Desierta;;ACEN;;Avales del Centro S.G.R.;AO;;;;;
1550623;14/09/2026;No Garantizado;NO;SI;NO;ECHEQ;NO;NO;C.I.;10:47:55;17:00:00;91;764;31,00;31,00;764;$;125.000.000,00;1;Negociada;11:16:23;;30-71587837-9;DESIGN, QUALITY AND DEVELOPMENT S. A. S.;AO;30-71587837-9;DESIGN, QUALITY AND DEVELOPMENT S. A. S.;;;
1550624;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:48:04;17:00:00;282;553;7,50;7,50;442;U$D;50.000,00;1;Negociada;16:46:52;FIDU;;Fid Aval S.G.R.;;;;;;
1550625;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:48:07;17:00:00;275;734;6,50;6,50;406;U$S;115.000,00;1;Negociada;12:08:01;ARPY;;Argenpymes S.G.R.;;;;;;
1550626;14/09/2026;Avalado;;SI;NO;ECHEQ;NO;NO;24Hs.;10:48:10;17:00:00;175;501;28,50;28,50;545;$;1.000.000,00;1;Negociada;11:12:54;FGLR;;Fdo.de Gtia.Pub. La Rioja;AO;;;;;
1550627;14/09/2026;Avalado;;SI;NO;PAGARE;NO;NO;24Hs.;10:48:13;17:00:00;282;553;7,50;7,50;442;U$D;50.000,00;1;Negociada;16:47:01;FIDU;;Fid Aval S.G.R.;;;;;;
